astClass,versionMajor,versionMinor,versionMicro,base,field,_attribute,deprecated,base_typing_TypeAlias,fieldRename,typeC,typeStub,type_field_type,typeStub_typing_TypeAlias,list2Sequence,defaultValue__dict__,defaultValue,keywordArguments,kwargAnnotation,keywordArgumentsDefaultValue
Try,3,9,13,stmt,handlers,,,,,list(excepthandler),list[ExceptHandler],,,False,,,,,
Try,3,9,13,stmt,orelse,,,,orElse,list(stmt),list[stmt],,,False,,,,,
Try,3,9,13,stmt,finalbody,,,,,list(stmt),list[stmt],,,False,,[],,,
Try,3,9,13,stmt,,lineno,,,,,int,,,False,,,,,
Try,3,9,13,stmt,,col_offset,,,,,int,,,False,,,,,
Try,3,9,13,stmt,,end_lineno,,,,,int | None,,,False,,,,,
Try,3,9,13,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
Tuple,3,9,13,expr,elts,,,,,list(expr),list[expr],,,False,,,,,
Tuple,3,9,13,expr,ctx,,,,context,expr_context,expr_context,,,False,,,,,
Tuple,3,9,13,expr,,lineno,,,,,int,,,False,,,,,
Tuple,3,9,13,expr,,col_offset,,,,,int,,,False,,,,,
Tuple,3,9,13,expr,,end_lineno,,,,,int | None,,,False,,,,,
Tuple,3,9,13,expr,,end_col_offset,,,,,int | None,,,False,,,,,
TypeIgnore,3,9,13,type_ignore,lineno,,,,,int,int,,,False,,,,,
TypeIgnore,3,9,13,type_ignore,tag,,,,,string,str,,,False,,,,,
UAdd,3,9,13,unaryop,,,,,,,,,,False,,,,,
USub,3,9,13,unaryop,,,,,,,,,,False,,,,,
UnaryOp,3,9,13,expr,op,,,,,unaryop,unaryop,,,False,,,,,
UnaryOp,3,9,13,expr,operand,,,,,expr,expr,,,False,,,,,
UnaryOp,3,9,13,expr,,lineno,,,,,int,,,False,,,,,
UnaryOp,3,9,13,expr,,col_offset,,,,,int,,,False,,,,,
UnaryOp,3,9,13,expr,,end_lineno,,,,,int | None,,,False,,,,,
UnaryOp,3,9,13,expr,,end_col_offset,,,,,int | None,,,False,,,,,
While,3,9,13,stmt,test,,,,,expr,expr,,,False,,,,,
While,3,9,13,stmt,body,,,,,list(stmt),list[stmt],,,False,,,,,
While,3,9,13,stmt,orelse,,,,orElse,list(stmt),list[stmt],,,False,,,,,
While,3,9,13,stmt,,lineno,,,,,int,,,False,,,,,
While,3,9,13,stmt,,col_offset,,,,,int,,,False,,,,,
While,3,9,13,stmt,,end_lineno,,,,,int | None,,,False,,,,,
While,3,9,13,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
With,3,9,13,stmt,items,,,,,list(withitem),list[withitem],,,False,,,,,
With,3,9,13,stmt,body,,,,,list(stmt),list[stmt],,,False,,,,,
With,3,9,13,stmt,type_comment,,,,,string | None,str | None,,,False,None,,,,
With,3,9,13,stmt,,lineno,,,,,int,,,False,,,,,
With,3,9,13,stmt,,col_offset,,,,,int,,,False,,,,,
With,3,9,13,stmt,,end_lineno,,,,,int | None,,,False,,,,,
With,3,9,13,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
Yield,3,9,13,expr,value,,,,,expr | None,expr | None,,,False,None,,,,
Yield,3,9,13,expr,,lineno,,,,,int,,,False,,,,,
Yield,3,9,13,expr,,col_offset,,,,,int,,,False,,,,,
Yield,3,9,13,expr,,end_lineno,,,,,int | None,,,False,,,,,
Yield,3,9,13,expr,,end_col_offset,,,,,int | None,,,False,,,,,
YieldFrom,3,9,13,expr,value,,,,,expr,expr,,,False,,,,,
YieldFrom,3,9,13,expr,,lineno,,,,,int,,,False,,,,,
YieldFrom,3,9,13,expr,,col_offset,,,,,int,,,False,,,,,
YieldFrom,3,9,13,expr,,end_lineno,,,,,int | None,,,False,,,,,
YieldFrom,3,9,13,expr,,end_col_offset,,,,,int | None,,,False,,,,,
alias,3,9,13,AST,name,,,,,identifier,str,,,False,,,,,
alias,3,9,13,AST,asname,,,,asName,identifier | None,_Identifier | None,,,False,None,,,,
arg,3,9,13,AST,arg,,,,,identifier,_Identifier,,,False,,,,,
arg,3,9,13,AST,annotation,,,,,expr | None,expr | None,,,False,None,,,,
arg,3,9,13,AST,type_comment,,,,,string | None,str | None,,,False,None,,,,
arg,3,9,13,AST,,lineno,,,,,int,,,False,,,,,
arg,3,9,13,AST,,col_offset,,,,,int,,,False,,,,,
arg,3,9,13,AST,,end_lineno,,,,,int | None,,,False,None,,,,
arg,3,9,13,AST,,end_col_offset,,,,,int | None,,,False,None,,,,
arguments,3,9,13,AST,posonlyargs,,,,,list(arg),list[arg],,,False,,[],,,
arguments,3,9,13,AST,args,,,,,list(arg),list[arg],,,False,,,,,
arguments,3,9,13,AST,vararg,,,,,arg | None,arg | None,,,False,None,,,,
arguments,3,9,13,AST,kwonlyargs,,,,,list(arg),list[arg],,,False,,[],,,
arguments,3,9,13,AST,kw_defaults,,,,,list(expr),list[expr | None],,,False,,[None],,,
arguments,3,9,13,AST,kwarg,,,,,arg | None,arg | None,,,False,None,,,,
arguments,3,9,13,AST,defaults,,,,,list(expr),list[expr],,,False,,[],,,
boolop,3,9,13,AST,,,,,,,,,,False,,,,,
cmpop,3,9,13,AST,,,,,,,,,,False,,,,,
comprehension,3,9,13,AST,target,,,,,expr,expr,,,False,,,,,
comprehension,3,9,13,AST,iter,,,,,expr,expr,,,False,,,,,
comprehension,3,9,13,AST,ifs,,,,,list(expr),list[expr],,,False,,,,,
comprehension,3,9,13,AST,is_async,,,,,int,int,,,False,,,,,
excepthandler,3,9,13,AST,,lineno,,,,,int,,,False,,,,,
excepthandler,3,9,13,AST,,col_offset,,,,,int,,,False,,,,,
excepthandler,3,9,13,AST,,end_lineno,,,,,int | None,,,False,None,,,,
excepthandler,3,9,13,AST,,end_col_offset,,,,,int | None,,,False,None,,,,
expr,3,9,13,AST,,lineno,,,,,int,,,False,,,,,
expr,3,9,13,AST,,col_offset,,,,,int,,,False,,,,,
expr,3,9,13,AST,,end_lineno,,,,,int | None,,,False,None,,,,
expr,3,9,13,AST,,end_col_offset,,,,,int | None,,,False,None,,,,
expr_context,3,9,13,AST,,,,,,,,,,False,,,,,
keyword,3,9,13,AST,arg,,,,,identifier | None,_Identifier | None,,,False,None,,,,
keyword,3,9,13,AST,value,,,,,expr,expr,,,False,,,,,
keyword,3,9,13,AST,,lineno,,,,,int,,,False,,,,,
keyword,3,9,13,AST,,col_offset,,,,,int,,,False,,,,,
keyword,3,9,13,AST,,end_lineno,,,,,int | None,,,False,None,,,,
keyword,3,9,13,AST,,end_col_offset,,,,,int | None,,,False,None,,,,
mod,3,9,13,AST,,,,,,,,,,False,,,,,
operator,3,9,13,AST,,,,,,,,,,False,,,,,
slice,3,9,13,AST,,,deprecated,,,,,,,False,,,,,
stmt,3,9,13,AST,,lineno,,,,,int,,,False,,,,,
stmt,3,9,13,AST,,col_offset,,,,,int,,,False,,,,,
stmt,3,9,13,AST,,end_lineno,,,,,int | None,,,False,None,,,,
stmt,3,9,13,AST,,end_col_offset,,,,,int | None,,,False,None,,,,
type_ignore,3,9,13,AST,,,,,,,,,,False,,,,,
unaryop,3,9,13,AST,,,,,,,,,,False,,,,,
withitem,3,9,13,AST,context_expr,,,,,expr,expr,,,False,,,,,
withitem,3,9,13,AST,optional_vars,,,,,expr | None,expr | None,,,False,None,,,,
